SMILES,pIC50,mol,num_atoms,logP
CN(CCO)N=Nc1ccc(C(N)=O)cc1,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a329a2d0>,16,0.7082999999999999
CCOC(=O)C(=Cc1ccc([N+](=O)[O-])cc1)C(=O)OCC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a325ca50>,21,2.1044
Cc1ccc(Cl)c(-c2[nH]c(-c3ccnc(N)n3)cc2C(N)=O)c1,6.73,<rdkit.Chem.rdchem.Mol object at 0x7f59a2941770>,23,2.78162
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ae880>,23,2.2241
NS(=O)(=O)c1ccc(-c2ccccc2)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3255230>,16,2.0010000000000003
CCSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.45,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d8190>,23,0.3488200000000004
c1ccc2c(c1)OCC(Cc1nc3ccccc3[nH]1)O2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a312b450>,20,2.9454
NC1=NCC(COc2ccccc2Cl)O1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32f1a10>,15,1.4323
N#Cc1cccc(Cn2cccn2)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a31435a0>,14,1.80308
CCCNC(=O)c1ccco1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32943c0>,11,1.4194
CCSC,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae1f0>,4,1.3693
CC1=CC=C(C(C)C)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f5a0>,10,3.308900000000002
CNC(=O)Oc1ccc([N+](=O)[O-])cc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a3241fc0>,14,1.313
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)O,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d6420>,17,0.9753000000000004
CC(=O)Nc1n[n+]([O-])c2ccccc2[n+]1[O-],,<rdkit.Chem.rdchem.Mol object at 0x7f59a3128f20>,16,-0.5400000000000003
O=c1cncc[nH]1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3243ca0>,7,-0.2301000000000001
CCOP(=S)(CC)Sc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b9230>,14,4.144600000000003
CNc1nnc(C(C)C)c(=O)n1N,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3222110>,13,-0.4828
CCN(CC)C(=O)CCn1ccc(=O)c(O)c1C,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a3121770>,18,1.12082
Cc1ccc(C(=O)NN=Cc2c(CO)ccc(C)c2O)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a313d4d0>,22,2.2652400000000004
Nc1ccc(N)c([N+](=O)[O-])c1,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a3246960>,11,0.7592000000000001
O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297e60>,20,4.069700000000001
COc1c(N)cccc1[N+](=O)[O-],0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2976730>,12,1.1856
Nc1ccc(C(=O)O)cc1F,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b0d0>,11,1.1061
Cc1cncc(N)n1,0.43,<rdkit.Chem.rdchem.Mol object at 0x7f59a3240a50>,8,0.36722
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3279a10>,32,2.0075
Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a325fa00>,19,2.21402
OC1(Cn2cncn2)CCCC1Cc1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3127d80>,20,2.705400000000001
Clc1cccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3295d20>,18,7.274000000000001
CNC(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a3126880>,24,0.9068000000000008
CC(=O)Nc1ccccn1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a3246180>,10,1.0399999999999998
CCc1cccc(C)c1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b8350>,10,2.8658400000000013
O=C1NN(c2ccccc2)C(=O)C1=Cc1cc(Cl)ccc1OCc1ccccc1,4.82,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d0e0>,29,4.3804000000000025
c1cnccn1,0.33,<rdkit.Chem.rdchem.Mol object at 0x7f59a2995690>,6,0.4765999999999999
CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(Cl)cc(C(=O)NC(CCC(=O)O)C(=O)O)cc1Cl,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a0350>,35,1.5752000000000004
CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(C(F)(F)F)cn4n3)cc2)CC1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320de70>,37,4.314000000000003
O=[N+]([O-])OC1CCCC(O[N+](=O)[O-])C1,0.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a3146730>,14,0.7141999999999998
CC(C)(O)C1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.31,<rdkit.Chem.rdchem.Mol object at 0x7f59a294ba70>,35,3.680480000000002
O=C(OC1C2C=CC1C=C2)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3257e60>,16,2.5840000000000005
CC(=O)C(=Cc1ccc(F)cc1)C(C)=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a323ece0>,15,2.3871
CCCCCCOC(=O)c1ccc(N)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3228040>,16,3.0059000000000005
O=C(O)Cn1c(=O)sc2cccc(Cl)c21,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d9e70>,15,1.8010000000000004
CN(C)C(C)(C)O,0.53,<rdkit.Chem.rdchem.Mol object at 0x7f59a3134ac0>,7,0.2763999999999999
CCCOc1c(OC)cc(CCN)cc1OC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a327b680>,17,1.9938
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a298a960>,22,3.164600000000002
ClCCCl,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a2984900>,4,1.464
CS(=O)(=O)c1cccc(-c2cccn3nc(Nc4ccc(N5CCOCC5)cc4)nc23)c1,8.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a295a7a0>,32,3.3800000000000026
CN1CCN(c2cccc(Nc3nc4c(-c5ccccc5S(C)(=O)=O)cccn4n3)c2)CC1,5.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a31df060>,33,3.295200000000002
O=[N+]([O-])c1nccn1CCCOc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32a2420>,18,2.2604
Cc1cc(C)cc(OC(=O)CNC(=O)c2ccccc2)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32aec70>,21,2.638840000000001
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a298b610>,18,2.5352
COc1ccc(O)c([N+](=O)[O-])c1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c0c10>,12,1.3089999999999995
COc1cc(N2CCN(C)CC2)ccc1Nc1nc2c(NCc3cccnc3N(C)S(C)(=O)=O)cccn2n1,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fa00>,39,2.6362000000000005
CC(=O)c1ccccc1OC(=O)N(C)C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a326c510>,15,1.9496
Cc1cc(OCCN(C)C)c(C(C)C)cc1OS(=O)(=O)C12CCC(CC1=O)C2(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3119460>,30,3.9152200000000033
O=C(O)CCCn1nnc2ccccc21,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b0f90>,15,1.2960999999999998
[O-][n+]1ccccc1,0.48,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b1f50>,7,0.3200000000000002
c1ccc2c(c1)CCc1ccccc1-2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b4970>,14,3.452200000000002
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3266880>,33,4.701400000000005
CC1=C(C)C(=O)C(Cc2cccnc2)=C(C)C1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d6e30>,18,2.4288000000000007
O=Cc1ccc(O)cc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a298d9a0>,9,1.2047
Nc1nc(=O)c2ncn(C3CCC(CO)O3)c2[nH]1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b3f40>,18,-0.6283000000000005
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a3680>,17,4.257200000000004
CCCCCC(=O)Nc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29accf0>,14,3.205400000000002
O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)ccc2N1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32c6260>,19,2.1076
CCC1COC(Cn2cncn2)(c2ccc(C(=N)N)cc2)O1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a31150e0>,22,1.24057
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3297920>,25,4.466000000000005
Clc1cc(Cl)c2c(oc3cccc(Cl)c32)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b1770>,17,6.199600000000001
CC(C)(O)C1CC(CNC2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,6.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a293fa00>,37,4.364480000000003
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a323f840>,34,2.1145
NS(=O)(=O)c1nc2ccccc2s1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a1f0>,13,0.9437
O=[N+]([O-])OC1COC2C(O)COC12,,<rdkit.Chem.rdchem.Mol object at 0x7f59a323f5a0>,13,-1.2782000000000002
CN(C)C(=O)Oc1cccc(N(C)C)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3125a10>,15,1.813
O=NCc1ccc([N+](=O)[O-])cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29bcc10>,12,1.8612
CC1=NS(=O)(=O)c2ccccc2N1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998430>,13,1.2191999999999998
CC(C)c1ccc(N)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f680>,10,2.3922000000000008
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(F)(F)F,0.21,<rdkit.Chem.rdchem.Mol object at 0x7f59a327f530>,21,0.6676000000000001
Cc1cc(C)cc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d2030>,24,3.889140000000003
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C#N)c3n2)C1,9.91,<rdkit.Chem.rdchem.Mol object at 0x7f59a29665e0>,28,1.7274799999999997
N#Cc1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,7.44,<rdkit.Chem.rdchem.Mol object at 0x7f59a294ec00>,25,2.8521600000000005
CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)N2CCC(F)(F)CC2)C1,6.43,<rdkit.Chem.rdchem.Mol object at 0x7f59a293dee0>,27,2.185200000000001
Cc1ccccc1C(O)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32407b0>,15,3.076720000000001
N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,8.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a295be60>,36,4.040580000000002
BrCBr,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2971000>,3,1.7337
CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3133920>,24,4.824200000000004
CC(C)(O)C1CCC2(C)CCCC(C)(O)C2C1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3105d90>,17,3.1148000000000016
COC(=O)C(C#N)=NNc1c(Cl)cc(C(F)(F)F)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a326af80>,21,3.476680000000001
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,7.43,<rdkit.Chem.rdchem.Mol object at 0x7f59a294e8f0>,28,2.19878
FC(F)(F)c1nc2ncccc2[nH]1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3229310>,13,1.9766999999999997
C=CC#Cc1ccc(-c2cccs2)s1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29bd0e0>,14,4.014100000000001
O=C1c2ccccc2C(=O)N1c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299f610>,17,2.4872000000000005
C=COC(C)=O,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a2985310>,6,0.693
CC(=O)Nc1cccc(NC(C)=O)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a321cc10>,14,1.6033999999999995
COCCOCCOc1ccc(OCCOCCOC)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32da490>,22,1.7701999999999998
O=[N+]([O-])C=Cc1cccs1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b6c00>,10,1.9955
CN1CCN(c2ccc(Nc3nc4c(OCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.82,<rdkit.Chem.rdchem.Mol object at 0x7f59a2956dc0>,37,3.1995000000000013
CCCN(CCCCC(NC(C)=O)C(=O)NCc1ccccc1)C(=O)NCCCl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a312f8b0>,29,2.6382000000000003
O=C(O)c1ccc(Cl)cc1Nc1ccc(I)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32bc740>,18,4.386400000000001
CC(=O)Nc1cccc(C(=O)O)c1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a6500>,13,1.3432
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2979230>,20,3.0496000000000016
CC(C)(C)Nc1nc(N)nc(Cl)n1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a31057e0>,13,1.3176
CN1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(=O)(=O)CCC(C)(C)C)C3)n2)CC1,10.76,<rdkit.Chem.rdchem.Mol object at 0x7f59a2967ca0>,38,2.809
CCCCOCc1c(CO)cnc(C)c1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a30ffa00>,16,1.90462
CC(=O)OCOC(=O)N(C)N=Nc1ccc(C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31351c0>,19,2.582720000000001
CCOC(=O)C(C#N)=NNc1cc(Cl)c(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3277530>,19,3.501380000000002
CCOC(=O)c1cc2ccccc2[nH]1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d9a10>,14,2.3446
Cc1cc(C)cc(OC2OC(CO)C(O)C(O)C2O)c1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3221620>,20,-0.5178600000000002
N#CC1CC(NCC2(O)CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952f10>,33,3.0922800000000006
N#CC1CC(NCC(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,8.4,<rdkit.Chem.rdchem.Mol object at 0x7f59a295e6c0>,35,3.1071800000000005
Cc1c(Cl)cccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a298aab0>,9,3.301820000000001
COc1ccccc1NC(=O)NN,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a32967a0>,13,0.6903999999999999
CCCCCc1ccc(CC(=O)O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a322b370>,15,3.046400000000001
COc1cccc(C(C)=O)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a5f50>,11,1.8978
Cc1ccccc1N(C)C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9770>,10,2.06102
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2970ba0>,21,5.205900000000003
[O-][n+]1onc(CO)c1-c1ccccc1,0.34,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e53f0>,14,0.4673000000000002
O=C(CCCCCCCC(=O)N1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,5.83,<rdkit.Chem.rdchem.Mol object at 0x7f59a2938040>,40,5.790600000000004
CC1CC(C[SH](=O)(O)N2CCC(CO)C2)CCC1N(C)c1[nH]cnc2nccc1-2,10.7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2967ae0>,29,1.8693999999999995
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b7d0>,26,3.3252000000000024
Brc1cccc(Oc2ccc(Br)c(Br)c2Br)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a327ca50>,17,6.528900000000002
COc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d14d0>,24,3.2809000000000017
CC(=O)Oc1ccc(C)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2991380>,11,1.92032
Clc1cnc2nc1NCc1cc(Br)cc(c1)OCCCc1cccc(c1)N2,8.3,<rdkit.Chem.rdchem.Mol object at 0x7f59a295da10>,27,5.573200000000004
O=C(O)C(Cl)(Cl)Cl,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29726c0>,7,1.4412
CC(=O)OC1CCCCC1NC(=O)N(CCCl)N=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3299e70>,19,1.7925
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc3c(c2)C=CS3(=O)=O)n1,7.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2958cf0>,28,2.738480000000001
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab610>,18,2.8921600000000014
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c4510>,19,5.3473000000000015
N#CN=[N+]([O-])c1ncccn1,0.28,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d6dc0>,11,0.55168
Nc1nc(N)c2c(N3CCOCC3)cccc2n1,0.23,<rdkit.Chem.rdchem.Mol object at 0x7f59a32dc660>,18,0.6307999999999996
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(N)CC2)CC1,7.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945f50>,28,1.6573999999999998
CCN(C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1)CC,0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a32ea110>,22,0.8628
NC(=O)c1[nH]cnc1N,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29984a0>,9,-0.9092000000000005
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,8.7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2961070>,30,2.5469800000000005
CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5ccccc5OCC(F)F)cccn4n3)cc2CC1,6.71,<rdkit.Chem.rdchem.Mol object at 0x7f59a2941380>,38,4.272600000000002
NCCCc1nc2cc(C(N)=O)ccc2n1CCN,5.8,<rdkit.Chem.rdchem.Mol object at 0x7f59a31dfc30>,19,-0.0147999999999995
Cc1cc(Cl)ccc1OCC(=O)OCCCCCC(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a30ff5a0>,21,4.786820000000004
CC(=O)Nc1ccc(NN=C(C#N)C#N)cc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288f20>,17,1.4600599999999997
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)cccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3109ee0>,24,4.064800000000004
Nc1cc2ccccc2nn1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a324a5e0>,11,1.212
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a2968040>,17,0.7004
O=CNc1ccc([N+](=O)[O-])cc1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a323f8b0>,12,1.1631
COc1cccc(OCC2CN=C(N)O2)c1,0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a313b3e0>,16,0.7875
Cc1cc2c(nn1)-c1ccccc1C2=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a31400b0>,15,1.99642
CN(C)C=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a324a420>,20,-0.8946000000000001
Cc1c(Cl)ccc(OC(C)C(O)=Nc2ccccc2)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b3220>,21,5.357320000000003
CNC(=O)c1cnc(N)c2cc(-c3ccc(C)cc3)sc12,7.57,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951a80>,21,3.2135200000000017
OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(-c2ccncc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32e7300>,27,4.020300000000003
Clc1ccc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a329d850>,18,6.853
CC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c5af0>,27,2.923300000000001
CCCCCCCCCCCCN=C=S,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a312dd20>,15,5.010100000000005
Clc1ccc2oc3c(Cl)c(Cl)cc(Cl)c3c2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32bda10>,17,6.1996
CCCCCOCc1ccccc1NC(=O)OCCN1CCCCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32bef10>,25,4.427800000000004
CC1(C(=O)Nc2ccc(Cl)c(Cl)c2)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29d1ee0>,15,3.732000000000001
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)C2CC(C)(CC#N)C2)C1,5.7,<rdkit.Chem.rdchem.Mol object at 0x7f59a31df610>,27,1.87848
CCCCCCNC(=O)N1C(=O)N(C)CC1O,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a312e2d0>,17,0.9620999999999996
O=CNc1ccc(Cl)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29cfd80>,10,1.9083
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)c3ccccc3)CC2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3105a80>,29,5.243300000000006
CN(C)C(=O)OCc1ccc(C(F)(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b3920>,17,2.9036000000000017
O=C1N=C(N2CCOCC2)CN1Cc1ccccc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a31462d0>,19,1.3528999999999998
c1c[nH]cn1,0.39,<rdkit.Chem.rdchem.Mol object at 0x7f59a29952a0>,5,0.4096999999999999
CC(=O)C(F)(F)F,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999e00>,7,1.1377
CCCN1CCOC2c3cc(O)ccc3OCC21,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d2730>,18,1.9365
CC(C)Oc1ccc(CC#N)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a31135a0>,13,2.539880000000001
CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29b0660>,32,3.594100000000001
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)CC(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32d5ee0>,22,-0.2876
OCCCCn1nc2ccccc2n1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a329f6f0>,14,1.2037999999999998
CCOC(=O)c1cnc2c(C)cccn2c1=O,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a3274ac0>,17,1.17962
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a296a1f0>,22,6.299400000000003
NC(=O)c1ccccc1N=NN1CCC1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a311f290>,15,1.4899000000000002
COc1cccc(COC(C)=O)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3275b60>,13,1.7582999999999998
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29c1070>,23,4.148200000000004
CN(C)C(=O)OCc1ccc(I)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32b38b0>,14,2.4894000000000007
O=C1C=CC(=O)c2c(O)ccc(O)c21,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c580>,14,1.033
